vid	name	lat	lon
312696	Juice Generation	40.7322667833	-74.0018402333
295650	US Passport Office	40.72894614	-74.00601118
1387007	Travel Inn	40.75927835	-73.9969477833
411633	Down The Hatch	40.732411401	-74.0016411145
383086	Freestyle Barbershop	40.7452476852	-73.99444169899999
170713	New York Pizza Suprema	40.7515816	-73.99429768
976471	Mr. Dennehy's 	40.7297781697	-74.0047583349
1259593	Milanes	40.745126009	-73.9944541454
740038	GNC Penn Station	40.75111466	-73.99423432
1023021	MS&L	40.7399045723	-73.9961402859
755109	New York Sports Club - Varick St.	40.7292507272	-74.0054726601
292350	Thai Select	40.7548319446	-73.99499058720001
3931393	Peter Norton Space	40.760672477	-73.99773849
890980	Caffe Roast Bean - CLOSED	40.729738545	-74.0047645569
51536	The Olivia	40.7525623527	-73.9944184053
46963	Dusk	40.7444739894	-73.9945375738
898471	Pret A Manger	40.7480375167	-73.9940730667
283367	AMC Loews 34th Street 14	40.752418122399995	-73.9943656325
1351824	Super 8 North Bergen	40.7744582662	-74.0387602151
196558	Pieces Bar	40.733909241	-74.0000975132
880617	Lobster Place	40.73109395	-74.0029942333
786681	Pesce Pasta	40.7311715267	-74.0028979546
74229	Chipotle	40.752292146100004	-73.9943253994
2237647	The Balcony at 63 Carmine	40.729825283000004	-74.004578433
760138	Marinelli	40.7302203869	-74.0040532054
2551454	Halo Salt Rooms	40.742957985	-73.994893078
438782	Starbucks	40.74967125	-73.99403495
339262	Do Hwa	40.7299982154	-74.0043191347
440793	Jefferson Market Garden	40.7344437704	-73.9995664358
644861	Buy Buy Baby	40.745324200000006	-73.9942869833
1167615	Starbright Floral Design	40.7460096	-73.9941778333
87925	Murray's Cheese	40.7310515701	-74.00295943020001
1244861	Internet Week New York	40.7404608927	-73.9957607899
666646	Faicco's Pork Store	40.7311156	-74.0028795833
482647	Grano Trattoria	40.7344069378	-73.99956393
192329	West Elm	40.739624566799996	-73.9961296501
561065	Zacharys Smile	40.7341344333	-73.9997810333
72348	Hammerstein Ballroom	40.75168975	-73.9941437667
772842	Newsweek Magazine	40.72871702	-74.00603616
67374	Four Points Sheraton - Chelsea	40.7450947333	-73.9942848167
1200633	Po	40.7312236845	-74.0026839938
1211510	BN.com	40.75173062	-73.99411147
976315	Amadeus Pizza	40.75172656	-73.99409413
206767	Crema	40.7396331972	-73.9960489949
361526	Tempest Bar	40.75167036	-73.99406182
568649	Subway Sandwiches	40.7459823633	-73.9940668786
174421	Amy's Bread	40.730945878600004	-74.00293260810001
1184665	Café Asean	40.7344795017	-73.9993799109
201105	Landmark Education	40.75125485	-73.99399369
520146	Jamba Juice	40.7364683167	-73.99785809999999
4174164	The British Airways Concorde	40.7655102275	-74.0015244484
850870	ZenithMedia	40.72867006	-74.00595641
652009	Little Havana	40.7313232563	-74.0024643294
219944	The Sport's Authority	40.7408876772	-73.9954221079
1599990	Olio	40.7339143753	-73.9998185635
100214	Bolt Bus Stop	40.752344083800004	-73.9941153071
22151	New York Hotdog & Coffee	40.73091745	-74.0028999
949710	Irish Times	40.7503919284	-73.9938674485
87932	Bleecker Street Records	40.7309245333	-74.0028821
109877	Chipotle	40.746013347899996	-73.9940035343
530589	Las Chicas Locas	40.7451359429	-73.9941404242
126242	Hammerstein Ballroom	40.7532952738	-73.9942874606
520460	RadioShack	40.7326871667	-74.00094466670001
4515054	Cafe Asean	40.734557179	-73.999229938
1391626	Humperdinck's Hideaway 	40.73501135	-73.99885285
163415	Stage Door Delicatessens	40.751308200000004	-73.9939236167
677853	Trattoria Toscana	40.7298376847	-74.0041995572
792722	Kumon	40.7298324524	-74.00419923449999
235335	Kido	40.73502975	-73.99882388
673044	Pearl Oyster Bar	40.7314461597	-74.00221727979999
458570	Sushi Mambo	40.731374017	-74.0022927887
1270027	Club 412	40.7517427871	-73.9939569237
538052	Thai Tue	40.7338523327	-73.99978637699999
579459	Metropolitan Pavilllon	40.7408518	-73.99534720000001
209437	Infogroup/ORC	40.7408513249	-73.99534362600001
220026	Parade of Shoes	40.740850527199996	-73.9953428581
219984	Filene's Basement	40.740850527199996	-73.9953428581
219976	Kleinfeld Bridal	40.740850527199996	-73.9953428581
220031	Gap	40.740850527199996	-73.9953428581
219968	TJ Maxx	40.740850527199996	-73.9953428581
220016	Modells	40.740850527199996	-73.9953428581
154232	Sammy's Noodle Shop	40.735177471	-73.998670578
1522723	Sixth Avenue Bicycles	40.737798606999995	-73.996866584
666959	Deb's	40.72871023	-74.00570911
1542705	Mitsuwa Van	40.75772368	-73.99569171
811530	Red Ribbon Bake Shop	40.7346892057	-74.0593523105
3020782	MotherNature.com	40.747451786	-73.99374407100001
156841	International Food House Restaurant & Buffet	40.75196582	-73.99392879
341341	Jefferson Market Library	40.7347059524	-73.99899244310001
940417	brgr	40.7461538058	-73.9938639902
914888	The Theater at Madison Square Garden	40.75133943	-73.99383425
48748	Cornelia Street Cafe	40.7309723	-74.0026545333
181526	Intermission Deli	40.75139838	-73.99383699
153998	Starbucks Coffee	40.7275772527	-74.0074226112
399109	National Comedy Theatre	40.7537899472	-73.9942566345
316084	HOME Restaurant	40.7313401882	-74.0021789074
656081	Sweetiepie	40.7354186703	-73.99837033760001
55467	Manganaro Grosseria Italiana	40.7554187833	-73.99470275
3355584	NY Pizza Suprema	40.75152772	-73.99380475
880824	Spirits of Carmine	40.7300284667	-74.00373145
68249	Sweet Revenge	40.7296938285	-74.0041476488
1211743	LLRR Track 21	40.75073188	-73.99368846
489323	Casa Du Maverick	40.7242724833	-74.04381325
577694	Kiddin Around	40.7380606271	-73.9965655165
453491	McDonald's	40.7377627848	-73.9967383875
189516	Murray's Bagels	40.736453725100006	-73.9975721583
323705	Duane Reade	40.75153666	-73.99375295
1033633	Starbucks	40.75153404	-73.99375057
1033716	Gotham Trains	40.75153404	-73.99375057
902723	Best Bagel & Coffee	40.75146758	-73.99373924
352429	Pita Grill	40.746369186100004	-73.9937221329
824397	Saatchi Cafe	40.72869956	-74.00549882
520127	MaximoPino	40.7367781	-73.99732996670001
507071	Hudson Terrace	40.76367932	-73.99942159
147501	Megabus Bus Stop (dropoff)	40.7469933681	-73.9936458394
736146	Pasticceria Rocco	40.7308212229	-74.0026685712
3413606	Wyndham Garden Hotel - Times Square South	40.754514983	-73.9943468571
874436	T.G.I. Friday's	40.7522677636	-73.9938318729
150993	Ginger House	40.7471116974	-73.99361903020001
248066	Jacques Torres Chocolate	40.7275775793	-74.0072183994
387856	Four Faced Liar	40.7318789117	-74.0014462422
672690	Market Diner	40.7612331181	-73.9974891847
5906804	The Inn on 23rd	40.743514144	-73.994225437
924388	Mario's Trattoria	40.7554874833	-73.9946115333
906011	Saatchi Stairwell	40.72868764	-74.005427
361883	Greenhouse 36	40.75426876	-73.9942286882
1139652	Spike TV	40.7275297756	-74.0072455074
880820	Berimbau - Brazilian Cuisine	40.7299994333	-74.0036089667
3920304	Ray's Pizza 11th & 6th	40.735549908	-73.99811809
781007	Onederr	40.7224884033	-74.0371246338
769508	Bagel Buffet	40.7368505074	-73.9972064656
880796	Kawaii Optical	40.73016915	-74.0033825833
797657	saatchi 	40.72871541	-74.00535404
1440613	Sashs insights	40.7286818	-74.00540190000001
917304	Little Branch	40.72868394	-74.00539845
610510	Manganaro's Heroboy	40.7556811292	-73.99464420300001
2402772	Jamba Juice - Penn Station	40.75071114	-73.9935646
520232	Lifethyme Natural Market	40.73377275	-73.9995288833
408325	French Roast	40.7352918213	-73.998277523
635855	Qdoba	40.73244935	-74.00077688
467228	Islamic Center at NYU	40.73204308	-74.00119173
634603	DMV Express	40.7522820001	-73.99375261189999
538577	Four Points by Sheraton New York	40.7566378793	-73.99497464470001
402444	Rite Aid	40.736335898600004	-73.9975127453
801334	14th Street - 6th Avenue Station	40.737388685999996	-73.9968252182
313976	Starbucks	40.747019761	-73.9935398156
177513	Madeline Patisserie	40.7435144385	-73.9941590648
485526	Market Cafe	40.7556899116	-73.9946128305
1146965	Hudson River Park	40.7252737	-74.0116174
1316096	Fashion 26	40.745824	-73.993669
415205	Pinkberry	40.73753145	-73.9967172167
724558	Bleecker Street Pizza	40.730308783299996	-74.0031372833
415637	Tir Na Nog	40.751431989400004	-73.9936063068
409743	Telegraphe Cafe	40.740086103	-73.9953608358
271849	Waverly Restaurant	40.7330637409	-74.0001296997
5104923	The Hartford	40.754465716999995	-73.99420535
616670	Holland Bar	40.75580656	-73.99462765
322518	Icarus Consultants	40.7242022833	-74.0440455833
794358	Potjanee	40.730147467100004	-74.0033067639
518930	Unoppressive Non-Imperialist Bargain Books	40.7302195833	-74.0032144667
1101183	USS Intrepid 	40.76444065	-73.99992442
27343	Chipotle	40.7368340523	-73.9971184
520488	St. Joseph's Church in Greenwich Village	40.7325789833	-74.00056475
576700	Starbucks Coffee	40.73240929	-74.00073415
1346564	Basta Pasta	40.740192900000004	-73.99526865
4687120	TBG Theater	40.75346636	-73.99391490000001
4770875	Cafe LaRustique	40.724730207	-74.045554217
144292	14th Street PATH Station	40.737063512	-73.9969432354
398223	Local	40.7516268667	-73.9935719667
796688	Philippine Bread House	40.73076505	-74.0558706167
583822	28th Street Station (7th Avenue)	40.747208194	-73.9934456348
584520	Weekend Coffee Shop	40.7532666788	-73.9938573174
158589	Fatty Johnson's	40.7299053275	-74.00355506449999
697034	Blue Ruin	40.75622195	-73.9947223
1706968	Moe's Southwest Grill @ Penn Station	40.7509389019	-73.9934778214
90443	The Grey Dog's Coffee	40.730170033600004	-74.0032076817
4168222	Zen Bikes	40.744399627	-73.99385364300001
594475	Minetta Lane Theater	40.73237878	-74.00071763
11875	Madison Square Garden	40.750613794	-73.993434906
534529	Cafe Andalucia	40.75592005	-73.99459308
520238	Urban Outfitters	40.73742753	-73.99667173
1216021	Superior Court Jersey City	40.7326065085	-74.0579067912
809197	NOW Offices	40.74663233	-73.99346315
636973	MVP Bus Stop	40.7498339979	-73.9933638409
1483311	Travelocity - Manhatta 	40.726995592	-74.007882463
304326	Urban Outfitters	40.73244065	-74.00060558
341789	The Strand	40.7590334728	-73.9959336276
811846	Chipotle	40.734259	-73.99892
575403	Big Cinemas Columbia Park 12	40.775517	-74.036085
460509	Amtrak Acela Lounge	40.7505731554	-73.9933812618
627655	9th Street PATH Station	40.734079965700005	-73.9990675449
383836	BLT Burger	40.735561993400005	-73.9978867112
520213	Citarella	40.734331987	-73.9988529682
96977	SOB's	40.728694961	-74.0050956192
5535877	Rafiqui's	40.740595904	-73.99497902
880642	Pet Central	40.7304752333	-74.0027037
25323	New Yorker Hotel	40.7527147753	-73.9936387539
826271	BJs Wholesale Club	40.7226241814	-74.0387535095
265328	C.O. Bigelow	40.7338685922	-73.9992070198
421560	Dog Ear Tavern	40.7271042864	-74.0075969696
971675	Bobos	40.73717242	-73.99674493
201695	Bar Pitti	40.73241823	-74.000557
1308013	Green Cafe	40.738107	-73.996187
119295	Theatreworks	40.7459038015	-73.99347855159999
207035	Gobo	40.7332810262	-73.9997256792
756796	Sunglass Hut	40.736386092800004	-73.9972538609
756781	Lens Crafters	40.736386092800004	-73.9972538609
520350	Staples	40.73240894	-74.00055265
599503	Duane Reade	40.7473279661	-73.9933066881
1009908	Bar Six	40.73635143	-73.9972591904
219918	The Container Store	40.7402664072	-73.9950764179
55452	Tick Tock Diner	40.7524262499	-73.9935529232
1523996	West 4th Playground	40.73192691	-74.00101566
513493	Las Ramblas	40.731829616700004	-74.00111695
513497	Burrito Loco	40.731829616700004	-74.00111695
1523198	Touch Bionics NY Touch Life Center	40.751983123	-73.993467111
160355	No. 28	40.7303550241	-74.0027814956
87945	Our Lady Of Pompei	40.730435711700004	-74.00268316270001
1354472	New York Habitat	40.7474316667	-73.99327199999999
1020881	Europan Cafe Penn Station	40.75034433	-73.99327516
1511252	Props Company	40.74099126	-73.994749215
408787	Modell's	40.7397580333	-73.99528135
845624	Rehage Entertainment	40.72723797	-74.00727480399999
477546	Lenny's	40.7341262266	-73.9989187309
137429	Good Stuff Diner	40.737398002199996	-73.99654452829999
651827	Dunkin' Donuts / Baskin Robbins	40.7372815	-73.99661237
157380	TGI Friday's	40.75123226	-73.99334681
679475	Coffee Time - frogNY	40.7268766296	-74.00789737699999
735738	Manhattan Mini Storage	40.7611458271	-73.99707742310001
786872	PR Newswire	40.7272274289	-74.00727949510001
170789	Bar 6 	40.73726081	-73.99662101
844968	Yama	40.7299964033	-74.0031984137
791806	Subway Sandwiches	40.74638706	-73.99334704
276260	Gamestop - West 4th and 6th Avenue	40.7319357132	-74.0009585023
1458344	Cigar Plus Inc.	40.737154483000005	-73.996675
489809	Ralph's Tire	40.7239421333	-74.04383753329999
3857363	Rare Bar & Grill	40.74556716	-73.99345500000001
1088775	Rosa's Pizza	40.750788133200004	-73.9932787323
265915	Starbucks	40.7373834983	-73.9965238143
1546844	Shoegasm	40.7373834983	-73.9965238143
709318	La Palapa	40.7322026509	-74.00067129760001
55479	Esposito's Pork Shop	40.755758438899996	-73.9943575859
270758	34th Street—Penn Station (8th Avenue)	40.7522068072	-73.9934563637
1030020	The Barrow Group	40.75382399	-73.99378055
4010115	Blue Valley Deli & Grocery	40.73851704	-73.995855418
1041814	Dorothy Strelsin Theatre (Abingdon Theatre Arts Complex)	40.75381189	-73.99377208
141915	Chelsea Studios	40.7453648333	-73.9934602833
663204	Red Mango	40.7373862439	-73.996497084
118080	Starbucks	40.7331466328	-73.9997252212
299027	FedEx	40.747530140100004	-73.9932034955
1030031	Barrow Street Ale House	40.73179095	-74.00106549
724638	99¢ Fresh Pizza	40.7332507274	-73.9996254444
1360510	Charlie Mom Chinese Cuisine	40.7352185584	-73.9979753196
247998	US Post Office - Village Station	40.7282560076	-74.0055381643
520273	Barnes & Noble, Greenwich Village	40.7334377134	-73.9994484186
591954	Town Tavern	40.73165249	-74.00119572
209162	Soup Spot	40.7495734383	-73.9931559563
80780	frog design, inc.	40.7269823275	-74.0075969696
109910	Lucy's Cantina Royale	40.7519304709	-73.993370533
809743	Hell's Kitchen Flea Market	40.7568764667	-73.9947324
775898	IFC (Independent Film Channel)	40.7496848806	-73.99315595569999
85324	Hell's Kitchen	40.7562643333	-73.99449015
581627	McDonald's	40.73353085	-73.9993412833
696878	Popeyes	40.7371205	-73.99663025
1430137	Activ Financial	40.74650466	-73.993268625
880782	Photomax	40.7300551167	-74.00302565
880781	Photomax	40.7300547667	-74.0030215667
306263	Le Gigot	40.73182928	-74.00098055
356501	Unis 	40.73195344	-74.00085055
1207456	Driver Digital	40.74700069	-73.99319928
286383	The Ale House	40.73179674	-74.001001
898428	Sprint Store	40.733587	-73.999263
908540	ShopRite Supermarket	40.722794935	-74.0400838852
405581	Chase Bank	40.7399414359	-73.9950823595
30965	White On White	40.74557765	-73.9933709333
1241128	Vivo	40.7469239	-73.99319870000001
927574	Micropower Career Institute	40.7487228006	-73.9931068435
954878	Murray's Cheese Shop	40.73166882	-74.00111413
1291699	Tillman's	40.74698978	-73.99317556
747315	Village Cuts	40.731682299999996	-74.00107872
366482	Alta	40.7346630402	-73.9983129346
105164	New Market Diner	40.7624508667	-73.99785466670001
965292	The Slaughtered Lamb	40.73174744	-74.00099265
610799	Buongiorno Espresso Bar	40.7559045167	-73.9942844333
520177	Soto	40.73166412	-74.00107187
356578	Tillman's	40.74664825	-73.99317765
1020351	Piadina	40.7346681768	-73.9982825087
162287	Fiddlesticks	40.732231140100005	-74.0004653931
1387162	Markt	40.737421999999995	-73.996342
930477	Gustorganics	40.7367716667	-73.9967452333
28597	Ear Inn	40.7259090792	-74.0094423294
2146408	Kaña Tapas Bar	40.7259276134	-74.00940397720001
31350	Gray's Papaya	40.7335027833	-73.9992476833
605683	Post Office	40.73484095	-73.9981221167
856209	Canal Park	40.7252830097	-74.0107619762
87942	Grom	40.730429614	-74.002431035
372162	Edge Studio	40.747090783000004	-73.9931081406
431484	Citizen Sports	40.7448184804	-73.9934241772
545451	West 4th Street Station	40.7317710806	-74.0009129047
502520	The New School Auditorium	40.735810183299996	-73.997381
262885	Papaya Dog	40.7317030044	-74.0009774042
215407	Lugo Caffè	40.751394050100004	-73.9931747317
22113	Blue Ribbon Bakery	40.7293591737	-74.0037619296
129640	Mas Farmhouse	40.7294893026	-74.0035877836
124624	Mustang Sally's	40.7473661667	-73.9930666833
178919	Magnani Caruso Dutton	40.7448968043	-73.993388955
1057964	Aviary, Inc	40.74917325	-73.99301240000001
641179	Hoff's Moms House	40.7554521037	-73.9940712102
191917	Noodle Bar	40.7301491222	-74.0027341247
2873380	Rainbow Grocery	40.756170633	-73.994307767
936827	Rosa Pizza	40.75063717	-73.99307066
55456	Cooper's Tavern	40.7528065667	-73.9933547
1513015	Sammay Halal Cart	40.731812067	-74.0008047
999579	Pudding Stones	40.7303034	-74.00249087
932800	Metropolitan Pavillion	40.73966318	-73.99504798
290632	Alloy Media   Marketing	40.7460245401	-73.993149108
5535354	Yoga Kneads	40.722564601	-74.039626983
963285	Enrico Caruso Pizza	40.75061976	-73.9930312
364073	TREC Rental	40.7441460281	-73.99348942430001
193779	Morpheus Media	40.745574419499995	-73.9932096004
643841	Royal Thai 	40.7539519401	-73.99358127149999
3372421	Tacos El Idolo	40.7318261106	-74.0007566829
1291037	Professional Suites	40.744921883	-73.993318907
4007875	Rare View	40.745475346	-73.993219295
1056255	Pão!	40.725909606900004	-74.00926071100001
644184	Chipotle	40.728307602600005	-74.00512933729999
880681	Greenwich Village Bistro	40.7304132167	-74.00231409999999
543694	Perilla	40.73148745	-74.00108671
50065	Intrepid Sea, Air & Space Museum	40.7644213487	-73.9993143082
365272	Bally Total Fitness	40.7408020746	-73.9945094255
4221301	Gray's Papaya	40.7335110167	-73.99909458329999
1144121	Burlington Coat Factory	40.7425556347	-73.9938797714
220000	Old Navy	40.739672989	-73.99499058720001
374260	CCG Metamedia	40.7400438333	-73.9948128833
1599526	Woff Olins	40.728131377	-74.005335156
3584866	Starbucks	40.75295674	-73.99330289
1426785	Blue Ribbon Downing Street Bar	40.7292746886	-74.0037028168
880686	Bagels on the Square	40.7305127936	-74.0021422452
650767	Candlewood Suites	40.7566743916	-73.994391909
257805	Dr. Boyd's	40.7378845734	-73.9959025383
454478	1 Riverplace	40.764156	-73.99903
1203413	Pop Bar	40.730556299999996	-74.002082633
172672	Joe's Pizza	40.730523463400004	-74.0021138155
1436397	CVS Pharmacy	40.7595780599	-73.9957523346
122339	Cafe Henri	40.7294088557	-74.0034963125
843562	Laz Parking	40.7574835167	-73.99470755
936253	Weight Watchers	40.7402833167	-73.9946783167
660019	Don Hill's	40.7259786948	-74.0089925334
351679	Ditch Plains	40.7292577138	-74.00366818479999
898892	Fat Sal's Pizza	40.7562530643	-73.994187593
976259	McQuaid's Restaurant & Pub	40.7617337275	-73.9970686571
215419	Trattoria Spaghetto	40.7301897733	-74.00245651600001
219933	Bed Bath & Beyond	40.7400747818	-73.9947274158
1345770	River Place Dog Park	40.75948202	-73.99564939
310125	Sandwich Planet 	40.7565755175	-73.9942860844
891124	Rescue Co. 1	40.7607320299	-73.9963746071
520562	Golden Swan Garden	40.731423	-74.00100635
1222785	Guy & Gallard	40.74793249	-73.99282311
217453	Staples Copy & Print Shop	40.7479476929	-73.99282073970001
733522	Café Amore Pizza	40.7309611	-74.0014842667
5737147	Lodestone Digital	40.748312089	-73.992791345
1203395	Pop Bar	40.731312067	-74.001080817
966127	Tic Tac Toe	40.7316594574	-74.0007072511
533721	Lenny's	40.7469940186	-73.99285125729999
1488400	Cisco	40.7519864333	-73.9930029667
1431386	Trader Joe's	40.741988048	-73.993907022
941249	R/GA	40.7559436312	-73.9939849846
5805143	The City Quilter	40.744745329000004	-73.993161495
1444748	Metro Apartments	40.75758814	-73.994623
1191733	Pom Pom Diner	40.7622416	-73.99732375
220989	The New School	40.735064451599996	-73.9976074112
85928	Mustang Harry's	40.7482404588	-73.99274826050001
602282	Loving Hut	40.7480556256	-73.9927460495
329166	Pomodoro	40.756531735	-73.9941627737
230544	Lolz LLC	40.744030358	-73.99328407590001
991539	Subway	40.756347650100004	-73.994089365
65254	IFC Center	40.7310660833	-74.0012748
936088	MaxiCuts Barbershop	40.7536291081	-73.9932605624
564864	West 4th Street Courts	40.731096285599996	-74.001224041
13048	Tekserve	40.743750960199996	-73.9933277438
1247336	Popbar	40.730523266999995	-74.0018695
1117113	508 Bar & Restaurant	40.725694335300005	-74.0092461668
667266	HK	40.7565722502	-73.99413865529999
518424	Manhattan Plaza Health Club	40.759330749499995	-73.9954071045
763430	Lees Studio Warehouse	40.7756396833	-74.0382179
772740	320 Studios	40.7546325869	-73.9934854142
299058	Seven	40.7481536533	-73.9926878073
255143	New York Health And Raquet Club	40.738485016700004	-73.99533625
215438	Father Demo Square	40.730234489299995	-74.0021775663
152235	TSI	40.7530439366	-73.9930915833
709876	Minetta Playground	40.7308495833	-74.0014507167
935174	Pret A Manger	40.7479398333	-73.9926773167
366253	T.J. Maxx	40.7400794404	-73.9945399761
796868	City Sights Bus Stop	40.750223999999996	-73.992699
186655	David Geffen Center	40.743992886	-73.99321139979999
260614	Chase Bank	40.74613207	-73.99282020000001
1684336	Tim Hortons	40.74998915	-73.99267327
2005242	Willa Cather/Richard Wright House	40.732025143200005	-74.0001618862
662833	Grove Street Bicycles	40.72251933	-74.04052788
897253	Penn Plaza Park	40.7511215833	-73.9927506667
1186567	Red Dragon	40.7369399071	-73.9961761236
541195	Stoned Crow	40.7321857102	-73.9999687672
873498	St. John The Baptist Church	40.7495256774	-73.9926129821
205213	Ridgeway Diner	40.741294867600004	-73.9939880315
1543607	Strand Nails & Spa	40.75972044	-73.995523805
110852	Johny's	40.7447374169	-73.99299164770001
226827	Quinto Quarto	40.7291090976	-74.0034832431
28264	Bonobos	40.740416793200005	-73.994320035
594289	Bag Man	40.7516370167	-73.9927622333
461435	Washington Square Diner	40.7314438465	-74.0006768703
235395	Waldy's Pizza	40.74617952	-73.99274027
992522	CVS	40.730683758699996	-74.0015118254
2367929	Gotham Sound	40.755622769	-73.99366818600001
799920	2x4	40.727719183299996	-74.0054473667
1364627	Ginger House	40.747830895999996	-73.992583745
178308	Hunch	40.741502805399996	-73.9938663778
879765	Uncle Sam's Army Navy Deals	40.733330064	-73.998819728
1593049	Playmatics Headquarters	40.742944858	-73.993389416
1478547	New York Pizza Suprema	40.749306	-73.992554
1478078	Mustang Harry's	40.749306	-73.992554
867260	Atomic Wings	40.7566387844	-73.99401519199999
915438	NYPL - Andrew Heiskell Braille and Talking Book Library	40.74142813	-73.99387794
3340306	Rupey's	40.74362823	-73.993196552
530376	Winston Churchill Square	40.729897085	-74.0024095774
512637	Bellavitae	40.7307353147	-74.0014133806
635238	OPERA America	40.7479101459	-73.99255680600001
283863	Zaro's Bread Basket	40.7503665	-73.99258947
792825	Galanga	40.731566451	-74.0005006678
143492	Jamali Garden Supplies	40.7466226333	-73.99264361670001
596092	Insomnia Cookies	40.7332263379	-73.9988744259
1134593	Elegance	40.749657189299995	-73.99253772680001
1166830	Shear World	40.7435742311	-73.99318687569999
186151	da Umberto	40.7390320167	-73.9948725667
860804	New Jersey Transit Waiting Area	40.749675761	-73.9925193454
85335	Fresh & Co.	40.7484359018	-73.9925044594
3704126	Fabulis	40.74359784	-73.993158635
731172	Emerald Green	40.7549460706	-73.99338168850001
492160	SLC CENTER	40.7484855828	-73.9924902823
1242351	Hudson News, Penn Station	40.749480299999995	-73.9924879
133110	Waldo Lofts	40.722290804000004	-74.0400838852
501536	Harringtons	40.7487710962	-73.9924759447
99335	Ace Luck	40.756702432	-73.9939689633
688837	Daffy's	40.73917305	-73.99476742
68528	Vol de Nuit	40.731423886900004	-74.0005658866
157844	Helen Mills Event Space	40.7463034815	-73.9926220263
109632	New Pizza Town II	40.7485139467	-73.9924670898
1071452	SapientNitro NYC	40.752100166700004	-73.9927144167
1035506	Mercato	40.7563273325	-73.9938104153
664240	Vegetarian Paradise 2	40.7314744635	-74.0005008907
210659	Blue Hill	40.7321044105	-73.99985075
1530276	Minetta Lane Theatre	40.730560262	-74.001501081
125127	TED	40.7271651833	-74.0061617667
452881	Reach Offices	40.7551683306	-73.99341040649999
664354	Hotel Indigo	40.746723672600005	-73.99255782569999
736403	Road Recovery/ Fun Palace Ent. Office	40.7584434952	-73.9946995181
72546	Dickenson High School	40.7290031326	-74.0549416249
120595	Tre Dici Steak	40.74630981	-73.99259942
121691	Dunkin' Donuts	40.74630981	-73.99259942
106607	Dialogue NYC Office	40.7555533221	-73.99352597779999
814966	onebluebrick	40.729559678899996	-74.0026938915
854014	BoomBox, Inc	40.7454524944	-73.992716074
3047221	The Lott	40.741605549	-73.993706314
569931	Echoing Green	40.7526355325	-73.9927697182
184638	Home	40.760782878200004	-73.995972787
402518	Two Bros. Pizza	40.73924678	-73.99467569
4602871	Rabbit In The Moon	40.733271056999996	-73.998708515
474977	Town Tavern	40.7310001548	-74.0009611371
427584	Volare	40.7314987182	-74.00041961630001
556721	Devi	40.73941087	-73.99458622
84926	The Ainsworth	40.74472875	-73.9928148833
1035103	Playmatics HQ	40.7433019667	-73.9931463167
1223459	Hampton Inn Chelsea	40.743805060999996	-73.993017056
1466972	Arnold Hall At The New School	40.7363927364	-73.9962780476
1472936	1 Penn	40.7520729303	-73.9926409721
232781	Wendy's	40.75178658	-73.99258917
492387	Market Table	40.72955894	-74.00261396
100204	Starbucks	40.7518552516	-73.99258952619999
714543	Information Express	40.73952728	-73.99449372
538220	Europa Café	40.7493790246	-73.9923801887
195296	Landers Miller / Tigico / Coa Design Studios	40.726690500000004	-74.00681965
670655	Pearl Studios	40.7527472	-73.9927244
350502	Blue Dog Cafe	40.744729799999995	-73.99276445
290848	McDonald's	40.7308194322	-74.0010727757
880736	Avignone Chemists	40.7298567167	-74.0021991667
668618	Tre Dici Steak	40.7452899273	-73.992651701
594374	Lunch Box Buffet	40.75213175	-73.9926022333
464146	Bombay Garden II	40.7422595958	-73.9933871427
505044	Chicken House	40.753319060500004	-73.9928190164
440770	Electric Lady Studios	40.7331856887	-73.9986920357
848690	People's Improv Theater	40.74948662	-73.99234879
1149164	Museum at FIT	40.746508	-73.992463
455755	Vizrt NYC	40.7485348129	-73.9923260121
420005	Show Entertainment Group	40.7456803112	-73.9925612964
431417	H&H Bagels	40.7640234833	-73.9982350667
886504	Krispy Kreme Doughnuts	40.75008893	-73.99235326
324197	Cupcake Stop	40.741013754	-73.9937977382
220723	Hollywood Diner	40.73923254	-73.99456781
96176	Great Burrito	40.7428130883	-73.9931839943
273251	Film Forum	40.7282832113	-74.0042281151
220466	Party City	40.7370312596	-73.995765033
85220	JackRabbit Sports	40.7370322977	-73.9957642622
1333642	Starbucks Penn Station LIRR 8th Ave	40.74951124	-73.99230319
744466	Thai Palate	40.7567581667	-73.9937920333
208942	Ino Cafe & Wine Bar	40.7288286282	-74.0034316202
251624	Matthew Robbins Design	40.74949604	-73.99228769
251027	Papaya	40.75110149	-73.99239271
510685	American Apparel	40.7298386333	-74.00210815
1155099	The A Condos	40.7215579833	-74.0372843
182142	Little Italy Pizza & Delicatessen	40.727309266700004	-74.00562990000002
37437	R/GA	40.7550997333	-73.9931947333
5055353	Teach for America	40.75462734	-73.99305737
468575	Canaan	40.7476427689	-73.9922947678
744433	Monster Pizzas	40.72953927	-74.00246191
174531	New York Burger Co.	40.7417182279	-73.993475702
309010	Gamestop - 6th Ave @ W. 22nd St	40.741982949299995	-73.99338300630001
116499	Splash	40.7388580466	-73.9946861565
297296	Mr Biggs Bar & Grill	40.76013215	-73.99538305
513933	Fat Black Pussycat	40.7308291036	-74.00092631310001
558949	Wet Seal	40.736811501	-73.9958381653
151109	Raines Law Room	40.7385454	-73.99484059999999
127713	Starbucks	40.7487118814	-73.9922440052
4799991	PNC Bank	40.749319411	-73.992243118
