uid	fid
2169	5962
2169	5995
2169	5996
2169	6014
2169	6024
2169	6335
2169	6715
2169	7039
2169	7341
2169	7414
2169	7451
2169	7550
2169	7614
2169	7650
2169	7750
2169	7960
2169	8155
2169	8306
2169	8351
2169	8950
2169	8952
2169	9811
2169	9834
2169	10100
2169	10249
2169	10489
2169	11428
2169	11626
2169	11628
2169	11678
2169	11716
2169	12068
2169	12092
2169	13247
2169	13582
2169	17793
2169	18124
2169	19048
2169	19570
2169	19904
2169	20142
2169	22482
2169	22988
2169	23017
2169	23150
2169	23645
2169	23761
2169	24712
2169	24844
2169	24850
2169	24951
2169	24981
2169	25108
2169	25619
2169	26380
2169	26866
2169	27026
2169	27544
2169	28146
2169	28355
2169	28494
2169	28803
2169	28892
2169	28917
2169	28984
2169	29722
2169	29826
2169	29935
2169	30083
2169	30107
2169	30143
2169	30267
2169	30571
2169	30655
2169	30674
2169	30814
2169	30926
2169	30997
2169	31749
2169	32008
2169	35050
2169	35225
2169	35625
2169	35659
2169	39389
2169	41123
2169	45030
2169	49813
2169	61097
2169	61109
2169	61113
2169	61159
2169	61161
2169	61178
2169	61186
2169	61196
2169	61210
2196	511
2196	749
2196	900
2196	931
2196	1104
2196	1201
2196	1557
2196	1762
2196	2798
2196	3934
2196	4368
2196	4485
2196	4559
2196	4561
2196	4566
2196	4594
2196	4602
2196	4625
2196	4729
2196	5611
2196	6033
2196	6183
2196	6481
2196	7550
2196	7602
2196	8155
2196	8398
2196	13399
2196	15585
2196	15715
2196	16385
2196	16542
2196	17696
2196	19245
2196	19570
2196	23665
2196	27926
2196	28897
2196	29571
2196	30053
2196	30627
2196	34648
2196	35138
2196	35191
2196	46879
2196	53219
2196	54513
2196	56014
2196	61554
2196	61704
2196	61709
2196	61734
2197	1546
2197	1556
2197	4771
2200	31961
2220	590
2220	2350
2220	32700
2220	62478
2221	292
2221	1768
2221	4679
2225	439
2225	590
2225	596
2225	1999
2225	2233
2225	4669
2225	4792
2225	6295
2225	6540
2225	8662
2225	14800
2225	23904
2225	39118
2233	459
2233	511
2233	531
2233	590
2233	592
2233	682
2233	1104
2233	1174
2233	1557
2233	1711
2233	1798
2233	1933
2233	1999
2233	2066
2233	2169
2233	2225
2233	2434
2233	2798
2233	4010
2233	4405
2233	5436
2233	5952
2233	6827
2233	8662
2233	8950
2233	9811
2233	11608
2233	13322
2233	29073
2233	29094
2233	29881
2233	40509
2233	45165
2235	527
2235	2255
2235	4817
2235	6499
2235	9861
2235	17720
2235	32038
2235	33582
2235	33793
2235	62651
2235	62654
2235	62658
2241	41
2241	574
2241	956
2241	1201
2241	1641
2241	5670
2241	5717
2241	5728
2241	5735
2241	5736
2241	25909
2242	22
2242	527
2242	1201
2242	1594
2242	1747
2242	4771
2242	4836
2242	24953
2242	56024
2242	62741
2245	243
2245	590
2245	595
2245	1816
2245	2169
2245	2326
2245	3132
2245	5943
2245	11870
2245	13247
2245	23112
2245	28794
2245	28892
2245	28917
2245	32218
2245	33829
2245	36579
2245	37171
2245	55826
2245	57687
2255	5
2255	44
2255	136
2255	143
2255	184
2255	190
2255	204
2255	217
2255	292
2255	450
2255	459
2255	498
2255	511
2255	522
2255	523
2255	527
2255	592
2255	604
2255	682
2255	859
2255	914
2255	956
2255	1174
2255	1201
2255	1237
2255	1500
2255	1537
2255	1614
2255	1615
2255	1651
2255	1657
2255	1727
2255	1769
2255	1797
2255	1800
2255	1848
2255	1889
2255	1933
2255	1960
2255	1999
2255	2009
2255	2066
2255	2081
2255	2105
2255	2169
2255	2235
2255	2329
2255	2357
2255	2434
2255	2805
2255	3108
2255	3288
2255	3550
2255	3553
2255	3578
2255	3598
2255	3625
2255	3673
2255	3675
2255	3708
2255	3727
2255	3741
2255	3753
2255	3818
2255	3830
2255	3870
2255	3888
2255	3890
2255	3903
2255	3934
2255	3975
2255	4010
2255	4080
2255	4161
2255	4349
2255	4370
2255	4390
2255	4413
2255	4517
2255	4539
2255	4605
2255	4631
2255	4687
2255	4700
2255	4771
2255	4839
2255	4896
2255	4937
2255	4938
2255	5254
2255	5330
2255	5436
2255	5454
2255	5515
2255	5560
2255	5615
2255	5624
2255	5884
2255	5915
2255	5943
2255	5952
2255	5962
2255	5996
2255	6019
2255	6071
2255	6184
2255	6571
2255	6812
2255	6827
2255	7039
2255	7205
2255	7301
2255	7414
2255	7455
2255	8306
2255	8603
2255	8620
2255	8662
2255	9656
2255	9794
2255	9811
2255	9856
2255	10249
2255	10311
2255	10314
2255	10379
2255	10489
2255	11428
2255	11556
2255	11574
2255	11628
2255	11745
2255	12068
2255	12200
2255	13644
2255	15594
2255	16787
2255	18124
2255	19048
2255	19936
2255	20027
2255	20072
2255	20142
2255	22795
2255	23017
2255	23112
2255	23412
2255	23605
2255	23618
2255	23681
2255	23818
2255	23904
2255	25343
2255	25654
2255	25728
2255	25734
2255	25894
2255	26663
2255	26699
2255	26866
2255	27026
2255	28341
2255	28494
2255	28794
2255	28897
2255	28933
2255	29007
2255	29150
2255	29153
2255	29214
2255	29242
2255	29442
2255	29479
2255	29753
2255	29862
2255	29913
2255	29981
2255	30316
2255	30470
2255	30571
2255	30997
2255	31000
2255	31216
2255	31527
2255	31749
2255	32463
2255	32588
2255	32633
2255	33081
2255	33445
2255	33859
2255	34006
2255	34439
2255	34490
2255	34566
2255	35357
2255	35460
2255	37171
2255	37533
2255	39397
2255	41510
2255	42517
2255	43397
2255	50321
2255	52151
2255	54355
2255	55572
2255	56886
2255	57687
2255	62897
2255	62913
2255	62917
2255	62966
2255	194081
2263	8881
2263	22975
2263	39149
2263	58007
2263	63065
2283	842
2283	29007
2283	39118
2326	459
2326	590
2326	1428
2326	1999
2326	2169
2326	2245
2326	5943
2326	6827
2326	10286
2326	13307
2326	63601
2326	63604
2329	498
2329	596
2329	682
2329	1657
2329	1933
2329	2169
2329	2255
2329	3553
2329	3708
2329	4389
2329	4928
2329	6827
2329	23605
2329	28917
2350	84
2350	333
2350	459
2350	511
2350	523
2350	527
2350	590
2350	1174
2350	1201
2350	1269
2350	2028
2350	2081
2350	2220
2350	3485
2350	4485
2350	4824
2350	5308
2350	5322
2350	5533
2350	6062
2350	6258
2350	7474
2350	7481
2350	7618
2350	7650
2350	7928
2350	12012
2350	23040
2350	25734
2350	27805
2350	30103
2350	30107
2350	34821
2350	34833
2350	63700
2350	63707
2350	63713
2357	275
2357	304
2357	372
2357	498
2357	590
2357	776
2357	842
2357	1174
2357	1201
2357	2169
2357	2255
2357	3698
2357	4370
2357	4771
2357	4907
2357	5015
2357	6554
2357	6827
2357	10492
2357	10601
2357	10751
2357	17775
2357	36140
2357	49920
2361	982
2361	1336
2366	459
2366	22283
2366	28313
2407	914
2407	1174
2407	1769
2407	2009
2407	2066
2407	3553
2407	4435
2407	4771
2407	4937
2407	5727
2407	11673
2407	13107
2407	35839
2412	378
2412	682
2412	974
2412	1174
2412	1537
2412	1711
2412	1999
2412	2081
2412	3830
2412	3866
2412	4700
2412	4771
2412	4814
2412	4928
2412	5577
2412	5952
2412	6014
2412	6951
2412	7039
2412	7205
2412	7466
2412	7550
2412	9158
2412	11574
2412	12012
2412	23112
2412	23510
2412	24977
2412	28355
2412	28917
2412	29479
2412	32170
2412	34603
2412	39389
2412	39391
2412	39394
2412	39397
2412	39410
2412	46077
2412	47869
2412	51350
2412	55826
2412	64189
2433	511
2433	956
2433	1174
2433	1783
2433	3380
2433	35199
2434	5
2434	21
2434	44
2434	141
2434	218
2434	222
2434	275
2434	281
2434	298
2434	333
2434	373
2434	450
2434	458
2434	459
2434	498
2434	527
2434	531
2434	556
2434	592
2434	596
2434	599
2434	604
2434	607
2434	859
2434	1174
2434	1537
2434	1567
2434	1614
2434	1657
2434	1727
2434	1797
2434	1800
2434	1848
2434	1933
2434	1960
2434	1999
2434	2009
2434	2028
2434	2081
2434	2105
2434	2169
2434	2233
2434	2255
2434	2805
2434	3108
2434	3314
2434	3362
2434	3553
2434	3578
2434	3598
2434	3625
2434	3673
2434	3675
2434	3708
2434	3741
2434	3750
2434	3830
2434	3870
2434	3890
2434	3934
2434	4080
2434	4161
2434	4260
2434	4363
2434	4559
2434	4566
2434	4598
2434	4599
2434	4605
2434	4631
2434	4687
2434	4700
2434	4839
2434	4892
2434	4928
2434	4937
2434	4938
2434	5220
2434	5238
2434	5333
2434	5463
2434	5479
2434	5515
2434	5818
2434	5824
2434	5915
2434	5943
2434	5995
2434	5996
2434	6024
2434	6184
2434	6382
2434	6540
2434	6554
2434	6639
2434	6823
2434	7039
2434	7301
2434	7470
2434	7653
2434	8133
2434	8491
2434	8620
2434	8950
2434	9216
2434	9656
2434	9811
2434	10139
2434	10484
2434	10980
2434	11617
2434	11709
2434	11794
2434	11936
2434	12146
2434	13269
2434	13368
2434	18124
2434	19048
2434	20142
2434	22349
2434	22758
2434	23046
2434	23150
2434	23275
2434	23331
2434	23929
2434	25108
2434	25343
2434	25728
2434	26144
2434	26214
2434	26593
2434	26699
2434	26866
2434	26881
2434	27026
2434	27501
2434	28267
2434	28341
2434	28355
2434	28494
2434	28803
2434	28917
2434	28974
2434	29019
2434	29025
2434	29149
2434	29150
2434	29479
2434	29826
2434	29843
2434	29882
2434	30571
2434	31229
2434	33001
2434	33793
2434	39397
2434	39401
2434	40073
2434	41038
2434	41183
2434	41456
2434	41510
2434	47612
2434	51586
2434	53494
2434	59951
2434	64422
2434	64423
2434	64425
2434	64468
2439	2132
2439	64483
2481	5343
2481	64592
2489	682
2489	1236
2489	3675
2489	3774
2489	4103
2489	6572
2489	26371
2489	26856
2489	47280
2502	590
2505	21601
2512	511
2512	590
2512	3132
2514	19401
2514	27543
2514	64667
2542	64760
2555	106
2555	459
2555	527
2555	1999
2555	2028
2555	2169
2555	3598
2555	4363
2555	30571
2555	46658
2578	459
2578	511
2578	1428
2578	1889
2578	1933
2578	10249
2578	12200
2578	26699
2578	28819
2578	29976
2578	34490
2587	3376
2587	3697
2587	5384
2612	533
2612	3661
2612	3973
2612	4066
2612	4072
2612	4781
2612	5364
2612	6364
2612	6704
2612	8097
2612	11167
2613	65020
2613	65026
2622	65046
2629	182
2631	3673
2631	19346
2631	35839
2658	23904
2659	4370
2676	5622
2704	459
2704	2169
2704	7750
2718	599
2718	604
2718	1960
2718	2081
2718	2169
2718	2805
2718	3362
2718	3708
2718	5941
2718	13393
2718	19048
2718	29862
2718	34874
2718	42760
2736	842
2745	1711
2745	3233
2745	4926
2745	8155
2745	8170
2745	18341
2745	19061
2745	34626
2745	41055
2745	65437
2748	65468
2748	65469
2755	34
2755	85
2755	124
2755	5439
2766	5884
2766	33397
2766	33470
2766	65521
2796	65605
2798	21
2798	22
2798	158
2798	378
2798	459
2798	583
2798	590
2798	842
2798	1174
2798	1201
2798	1269
2798	1546
2798	1556
2798	1557
2798	1762
2798	2196
2798	2233
2798	3132
2798	3490
2798	3526
2798	4742
2798	4801
2798	4929
2798	5238
2798	6220
2798	10348
2798	24981
2798	35138
2798	35839
2798	45165
2798	65609
2805	5
2805	22
2805	450
2805	459
2805	498
2805	527
2805	590
2805	592
2805	682
2805	1174
2805	1798
2805	1960
2805	2009
2805	2081
2805	2164
2805	2169
2805	2255
2805	2434
2805	2718
2805	3108
2805	3553
2805	4771
2805	6014
2805	6504
2805	7039
2805	8091
2805	8662
2805	11574
2805	11870
2805	24345
2805	32170
2805	32856
2805	33065
2805	35730
2805	35877
2805	39118
2805	39167
2805	48686
2805	60527
2805	60904
2805	65630
2806	65642
2810	35
2810	41
2810	1369
2810	3331
2810	8808
2810	9155
2810	41522
2822	956
2822	1657
2822	15486
2822	32768
2838	18578
2847	5
2847	237
2847	275
2847	459
2847	3578
2847	6295
2847	8881
2847	22130
2859	65829
2868	5479
2869	914
2869	3550
2869	3673
2869	8351
2869	25716
2869	33872
2869	39672
2869	39687
2869	39703
2882	5285
2882	21647
2883	22
2883	65903
2883	65906
2883	65907
2913	20
2913	6137
2913	13309
2913	13429
2913	65995
2927	3140
2953	9811
2953	26699
2954	33421
2960	1201
2960	1556
2960	2009
2960	33650
2960	34219
2964	52287
2964	55548
2969	1527
2969	5001
2969	8603
2969	8620
2969	11428
2972	22
2972	378
2972	527
2972	1556
2972	9032
2972	15094
2972	36365
2972	53222
2972	66159
2972	66163
3005	531
3005	3102
3005	25853
3005	65654
3005	66232
3011	1500
3011	11321
3011	22566
3011	22620
3011	24787
3011	33746
3011	66268
3011	66270
3011	66278
3051	682
3051	31725
3070	27
3070	41
3070	434
3070	5131
3070	5159
3098	2009
3100	26705
3100	66549
3102	3005
3102	25853
3102	66557
3102	66560
3108	527
3108	590
3108	1848
3108	1889
3108	2009
3108	2255
3108	2434
3108	2805
3108	5890
3108	6014
3108	8306
3108	8627
3108	9794
3108	23605
3108	30527
3108	34566
3108	48686
3108	60904
3119	33972
3121	292
3121	3355
3121	3440
3121	4679
3129	3824
3129	66625
3129	66626
3129	66634
3129	66636
3132	417
3132	459
3132	511
3132	590
3132	592
3132	595
3132	1174
3132	1269
3132	1615
3132	1889
3132	2066
3132	2081
3132	2169
3132	2245
3132	2512
3132	2798
3132	3578
3132	3830
3132	4349
3132	5302
3132	6827
3132	8244
3132	8881
3132	10249
3132	11870
3132	12146
3132	12454
3132	23665
3132	28494
3132	30898
3132	32294
3132	34490
3132	39391
3138	5
3138	525
3138	12098
3140	2927
3141	16803
3141	66666
3165	527
3165	5611
3165	5626
3165	12876
3165	32349
3165	66715
3199	914
3199	1657
3199	1816
3199	4161
3199	12200
3199	66789
3200	842
3210	527
3210	1269
3214	4790
3229	21
3229	450
3229	459
3229	527
3229	533
3229	578
3229	592
3229	956
3229	1174
3229	1369
3229	3661
3229	3675
3229	3697
3229	3973
3229	4066
3229	4072
3229	4539
3229	4572
3229	4580
3229	4659
3229	4703
3229	4771
3229	4952
3229	5243
3229	5267
3229	5631
3229	6572
3229	6639
3229	8130
3229	9656
3229	11608
3229	31691
3229	36373
3229	42671
3229	65230
3229	66870
3233	2745
3233	4926
3233	18341
3233	19061
3233	66888
3235	3362
3235	14800
3235	30829
3235	39112
3235	39118
3236	29221
3236	66893
3236	66894
3245	41069
3250	1004
3265	527
3266	459
3266	2169
3266	3830
3266	34874
3266	39112
3266	59030
3267	33358
3267	66968
3267	66969
3267	66970
3267	66974
3267	66980
3267	66981
3279	35839
3288	511
3288	1889
3288	2255
3288	4405
3288	4631
3288	8306
3288	28933
3305	34304
3314	2434
3331	590
3331	592
3331	2810
3331	3376
3331	3888
3331	10158
3331	12092
3331	23150
3331	29722
3331	44474
3331	67130
3345	32244
3345	34048
3350	527
3350	1500
3350	5611
3351	2169
3354	35839
3355	3121
3355	3440
3362	1848
3362	2024
3362	2434
3362	2718
3362	3235
3362	10751
3362	14800
3362	27250
3362	30083
3362	30829
3362	39118
3372	510
3372	67228
3372	67229
3372	67231
3376	2587
3376	3331
3376	3697
3376	3888
3376	5384
3376	10158
3376	23150
3376	44355
3379	158
3379	605
3379	66746
3380	527
3380	1201
3380	2009
3380	2433
3395	3396
3396	3395
3399	3400
3399	19701
3399	32174
3400	1201
3400	3399
3400	6798
3400	19701
3400	26731
3400	27135
3400	60002
3400	67320
3400	67324
3401	1940
3401	31486
3417	35903
3417	36061
3426	9009
3426	32821
3426	67386
3440	292
3440	1556
3440	3121
3440	3355
3440	4669
3440	4679
3447	24690
3447	24712
3447	51897
3451	67444
3462	4010
3462	29302
3463	459
3463	3675
3463	3774
3463	4467
3463	4640
3463	5345
3463	5651
3463	7981
3463	24110
3464	67466
3478	43501
3478	43513
3478	67505
3480	21
3480	22
3480	204
3480	345
3480	492
3480	1537
3480	2080
3480	2081
3480	4359
3480	4665
3480	4681
3480	5285
3480	5309
3480	5605
3480	5612
3480	6024
3480	6504
3480	7466
3480	11372
3480	12604
3480	24169
3480	24345
3480	31288
3480	33081
3480	34270
3480	34857
3480	42588
3480	59177
3480	59178
3480	59179
3480	60527
3480	67515
3480	67520
3480	67523
3480	67524
3485	15
3485	84
3485	416
3485	523
3485	607
3485	2350
3485	5322
3485	5518
3485	5533
3485	5853
3490	590
3490	1201
3490	1336
3490	1594
3490	1940
3490	2798
3490	3526
3490	4435
3490	4771
3490	6947
3490	32485
3495	4010
3495	8244
3495	30603
3498	590
3498	1134
3498	67586
3522	67640
3526	22
3526	590
3526	1201
3526	1214
3526	1527
3526	1537
3526	2028
3526	2080
3526	2081
3526	2798
3526	3490
3526	4929
3526	5018
3526	5943
3526	28917
3528	191
3528	234
3528	347
3528	3529
3528	41232
3529	191
3529	347
3529	3528
3542	191
3542	347
3542	460
3542	4259
3542	4302
3542	13463
3542	31201
3542	31204
3542	34512
3542	34534
3542	67670
3542	67671
3550	5
3550	297
3550	459
3550	592
3550	598
3550	599
3550	914
3550	2081
3550	2169
3550	2255
3550	2869
3550	3553
3550	3830
3550	4585
3550	4937
3550	10645
3550	10823
3550	11473
3550	12012
3550	25201
3550	25716
3550	25734
3550	28794
3550	29149
3550	30571
3550	33872
3550	39672
3550	55572
3553	5
3553	34
3553	40
3553	44
3553	124
3553	141
3553	182
3553	184
3553	275
3553	292
3553	450
3553	459
3553	498
3553	511
3553	526
3553	527
3553	590
3553	592
3553	596
3553	604
3553	682
3553	716
3553	914
3553	1174
3553	1201
3553	1500
3553	1522
3553	1537
3553	1727
3553	1759
3553	1798
3553	1889
3553	1933
3553	1999
3553	2009
3553	2028
3553	2066
3553	2081
3553	2105
3553	2169
3553	2255
3553	2329
3553	2407
3553	2434
3553	2805
3553	3550
3553	3578
3553	3598
3553	3625
3553	3673
3553	3708
3553	3711
3553	3727
3553	3741
3553	3750
3553	3753
3553	3774
3553	3777
3553	3830
3553	3835
3553	3866
3553	3890
3553	3903
3553	3934
3553	3975
3553	4010
3553	4039
3553	4080
3553	4103
3553	4128
3553	4331
3553	4362
3553	4363
3553	4390
3553	4405
3553	4413
3553	4428
3553	4435
3553	4453
3553	4561
3553	4572
3553	4605
3553	4631
3553	4679
3553	4729
3553	4771
3553	4937
3553	5244
3553	5316
3553	5351
3553	5397
3553	5463
3553	5511
3553	5605
3553	5829
3553	5853
3553	5862
3553	5884
3553	5996
3553	6024
3553	6504
3553	7039
3553	7414
3553	7458
3553	7466
3553	7550
3553	8042
3553	8306
3553	8491
3553	9216
3553	9861
3553	10489
3553	11574
3553	11870
3553	12148
3553	16787
3553	19048
3553	22795
3553	23510
3553	23605
3553	23618
3553	23681
3553	23761
3553	23913
3553	24131
3553	24345
3553	24861
3553	25734
3553	26380
3553	26593
3553	26699
3553	26866
3553	27700
3553	28303
3553	28917
3553	28976
3553	29019
3553	29153
3553	30143
3553	30267
3553	30470
3553	30571
3553	30619
3553	30658
3553	30752
3553	31172
3553	33445
3553	34323
3553	34369
3553	34857
3553	36312
3553	36349
3553	37171
3553	41456
3553	47612
3553	50321
3553	54779
3553	57472
3553	67686
3553	67698
3553	67707
3555	5
3555	459
3555	498
3555	527
3555	4010
3555	6827
3555	29854
3555	67719
3563	5
3563	297
3563	430
3563	458
3563	5824
3574	5
3574	333
3574	3736
3574	3818
3574	3824
3574	4103
3574	4113
3574	24145
3574	41391
3578	5
3578	40
3578	44
3578	184
3578	204
3578	237
3578	292
3578	355
3578	459
3578	460
3578	492
3578	498
3578	511
3578	523
3578	526
3578	527
3578	578
3578	592
3578	596
3578	599
3578	604
3578	682
3578	914
3578	1174
3578	1185
3578	1201
3578	1500
3578	1537
3578	1798
3578	1889
3578	2009
3578	2081
3578	2105
3578	2255
3578	2434
3578	2847
3578	3132
3578	3553
3578	3597
3578	3598
3578	3602
3578	3675
3578	3720
3578	3727
3578	3774
3578	3830
3578	3866
3578	3903
3578	3934
3578	3973
3578	4082
3578	4103
3578	4331
3578	4349
3578	4362
3578	4370
3578	4390
3578	4398
3578	4405
3578	4451
3578	4517
3578	4560
3578	4631
3578	4640
3578	4928
3578	5015
3578	5302
3578	5308
3578	5312
3578	5439
3578	5446
3578	5454
3578	5463
3578	5481
3578	5557
3578	5626
3578	5630
3578	5853
3578	5862
3578	5890
3578	5995
3578	6019
3578	6241
3578	6278
3578	6335
3578	6827
3578	7039
3578	7354
3578	7414
3578	7466
3578	7472
3578	8272
3578	10249
3578	10484
3578	10489
3578	10988
3578	11574
3578	11628
3578	12012
3578	12163
3578	16787
3578	22795
3578	23040
3578	23112
3578	23605
3578	24861
3578	26699
3578	28355
3578	29214
3578	29479
3578	30143
3578	30316
3578	30571
3578	30898
3578	31990
3578	34833
3578	35126
3578	39398
3578	41620
3578	63945
3597	5
3597	20
3597	459
3597	511
3597	527
3597	592
3597	1942
3597	3578
3597	3750
3597	3973
3597	5462
3597	5631
3597	8155
3597	8179
3597	24436
3597	30294
3598	5
3598	40
3598	459
3598	511
3598	526
3598	527
3598	578
3598	592
3598	682
3598	999
3598	1174
3598	1537
3598	1999
3598	2009
3598	2028
3598	2081
3598	2255
3598	2434
3598	2555
3598	3553
3598	3578
3598	3602
3598	3673
3598	3675
3598	3750
3598	3774
3598	4010
3598	4082
3598	4331
3598	4349
3598	4405
3598	4517
3598	4729
3598	4928
3598	5285
3598	5302
3598	5329
3598	5330
3598	5436
3598	5511
3598	5622
3598	5630
3598	5783
3598	5952
3598	7039
3598	7354
3598	7414
3598	7451
3598	7602
3598	8662
3598	9216
3598	10249
3598	11574
3598	24673
3598	28625
3598	28803
3598	29479
3598	33954
3598	34857
3602	5
3602	34
3602	40
3602	275
3602	292
3602	313
3602	459
3602	527
3602	592
3602	1522
3602	2081
3602	3578
3602	3598
3602	3675
3602	3774
3602	3973
3602	4103
3602	4640
3602	5479
3602	5500
3602	5607
3602	5626
3602	5630
3602	6540
3602	6597
3602	7039
3602	7668
3602	8846
3602	22723
3602	22795
3602	30195
3625	5
3625	44
3625	527
3625	974
3625	1500
3625	1657
3625	1889
3625	1999
3625	2081
3625	2105
3625	2169
3625	2255
3625	2434
3625	3553
3625	3673
3625	3750
3625	3830
3625	3866
3625	3890
3625	4405
3625	4700
3625	4729
3625	4771
3625	5862
3625	7039
3625	10348
3625	11494
3625	12092
3625	23681
3625	28494
3625	30267
3625	31229
3625	32164
3625	33445
3625	34522
3625	60527
3625	68283
3625	68284
3661	5
3661	20
3661	533
3661	592
3661	2612
3661	3229
3661	3675
3661	3855
3661	3973
3661	4066
3661	4781
3661	7990
3663	5
3663	527
3663	4679
3668	5
3668	458
3668	1848
3673	5
3673	21
3673	143
3673	218
3673	450
3673	498
3673	523
3673	526
3673	590
3673	592
3673	682
3673	1174
3673	1369
3673	1500
3673	1657
3673	1798
3673	1800
3673	1848
3673	1933
3673	1999
3673	2009
3673	2028
3673	2153
3673	2169
3673	2255
3673	2434
3673	2631
3673	2869
3673	3553
3673	3598
3673	3625
3673	3697
3673	3708
3673	3727
3673	3830
3673	3855
3673	3866
3673	3888
3673	4010
3673	4080
3673	4161
3673	4405
3673	4413
3673	4595
3673	4605
3673	4729
3673	5312
3673	5351
3673	5436
3673	5454
3673	5952
3673	5995
3673	5996
3673	6335
3673	6953
3673	7039
3673	8091
3673	8306
3673	9568
3673	10489
3673	12060
3673	16385
3673	21389
3673	23645
3673	24861
3673	25619
3673	25728
3673	26699
3673	27544
3673	28267
3673	28794
3673	28897
3673	29571
3673	30083
3673	30105
3673	30154
3673	35877
3673	39396
3673	39675
3673	42497
3673	44485
3673	47612
3673	61178
3673	68515
3673	68539
3675	5
3675	21
3675	313
3675	354
3675	498
3675	592
3675	1174
3675	1798
3675	2009
3675	2255
3675	2434
3675	2489
3675	3229
3675	3463
3675	3578
3675	3598
3675	3602
3675	3661
3675	3730
3675	3736
3675	3774
3675	3965
3675	3973
3675	4066
3675	4072
3675	4103
3675	5244
3675	5719
3675	5737
3675	7291
3675	7354
3675	23129
3675	34855
3675	38135
3697	5
3697	592
3697	604
3697	1651
3697	2587
3697	3229
3697	3376
3697	3673
3697	4664
3697	6827
3697	11608
3697	36852
3697	44355
3697	65995
3697	68687
3698	5
3698	21
3698	44
3698	378
3698	459
3698	590
3698	2357
3698	4631
3698	4771
3698	5915
3698	28976
3698	67337
3698	68696
3703	5
3703	498
3703	3800
3703	3824
3703	3835
3703	3985
3703	4103
3703	5236
3703	5722
3703	5952
3703	9807
3703	9814
3703	10489
3703	12050
3703	12069
3703	25728
3703	35191
3708	5
3708	450
3708	459
3708	498
3708	511
3708	527
3708	592
3708	1657
3708	1848
3708	2009
3708	2255
3708	2329
3708	2434
3708	2718
3708	3553
3708	3673
3708	3727
3708	3741
3708	3830
3708	4380
3708	4390
3708	4405
3708	4729
3708	5952
3708	7458
3708	7750
3708	9811
3708	9834
3708	16385
3711	5
3711	498
3711	527
3711	1201
3711	2081
3711	3553
3711	11574
3711	19346
3720	5
3720	511
3720	604
3720	1889
3720	2009
3720	3578
3720	3830
3720	5484
3720	6019
3720	10484
3727	5
3727	459
3727	527
3727	592
3727	2009
3727	2255
3727	3553
3727	3578
3727	3673
3727	3708
3727	3741
3727	3830
3727	3934
3727	4363
3727	4390
3727	5463
3727	5515
3727	6019
3727	7352
3727	7614
3727	8491
3727	8662
3727	9811
3727	10249
3727	24861
3727	25654
3727	28494
3727	31216
3730	5
3730	124
3730	592
3730	1557
3730	1762
3730	1999
3730	3675
3730	3973
3730	115864
3736	5
3736	77
3736	3574
3736	3675
3736	3791
3736	3835
3736	3965
3736	3984
3736	4103
3736	7291
3736	24871
3736	29150
3741	5
3741	498
3741	527
3741	592
3741	1537
3741	1657
3741	1797
3741	1889
3741	1960
3741	2105
3741	2255
3741	2434
3741	3553
3741	3708
3741	3727
3741	3830
3741	4413
3741	5220
3741	5952
3741	6184
3741	6930
3741	7354
3741	7455
3741	8627
3741	9158
3741	9794
3741	10489
3741	23109
3741	28976
3741	29153
3741	29862
3741	30571
3741	54355
3741	68847
3750	5
3750	527
3750	592
3750	682
3750	1500
3750	1848
3750	2434
3750	3553
3750	3597
3750	3598
3750	3625
3750	5302
3750	5329
3750	5952
3750	7039
3750	28105
3750	28794
3753	5
3753	249
3753	450
3753	527
3753	599
3753	1797
3753	2048
3753	2169
3753	2255
3753	3553
3753	4396
3753	5853
3753	16787
3760	5
3760	68920
3774	5
3774	77
3774	292
3774	313
3774	459
3774	498
3774	596
3774	682
3774	914
3774	1522
3774	2028
3774	2081
3774	2169
3774	2489
3774	3463
3774	3553
3774	3578
3774	3598
3774	3602
3774	3675
3774	4103
3774	4331
3774	4517
3774	5244
3774	5302
3774	5330
3774	5345
3774	5829
3774	7039
3774	7466
3774	7668
3774	11574
3774	22795
3774	24871
3774	28984
3774	30470
3774	32038
3777	5
3777	527
3777	1727
3777	3553
3777	6220
3777	6827
3791	5
3791	44
3791	459
3791	498
3791	592
3791	1657
3791	1769
3791	1889
3791	2105
3791	3736
3791	3870
3791	4103
3791	4631
3791	8491
3791	9807
3791	10249
3791	12092
3791	25909
3791	31749
3793	5
3793	5722
3800	5
3800	419
3800	3703
3800	24041
3805	5
3818	5
3818	77
3818	141
3818	459
3818	2255
3818	3574
3818	3835
3818	3998
3818	4103
3818	5244
3818	5274
3818	5329
3818	5941
3818	7291
3818	9834
3818	9835
3818	23331
3818	30107
3818	35357
3824	5
3824	20
3824	143
3824	459
3824	498
3824	2169
3824	3129
3824	3574
3824	3703
3824	3870
3824	4103
3824	9753
3824	9834
3824	10828
3824	10833
3824	12081
3824	66636
3830	5
3830	44
3830	143
3830	498
3830	511
3830	527
3830	592
3830	682
3830	974
3830	1500
3830	1537
3830	1727
3830	1848
3830	1889
3830	1933
3830	1960
3830	2009
3830	2081
3830	2105
3830	2169
3830	2255
3830	2412
3830	2434
3830	3132
3830	3266
3830	3550
3830	3553
3830	3578
3830	3625
3830	3673
3830	3708
3830	3720
3830	3727
3830	3741
3830	3866
3830	3905
3830	3934
3830	3975
3830	4010
3830	4080
3830	4370
3830	4390
